Variable Angle Spectroscopic Ellipsometric (VASE) Data
Wavelength (nm)	Psi (65.00, 70.00, 75.00°)	Delta (65.00, 70.00, 75.00°)									Model	
1446.821655	61.831764	256.926361	61.592293	258.827942	79.150146	-71.183403	78.887558	-70.140480	74.699081	20.274874	74.742279	18.449703	
1450.224487	63.150642	256.619049	62.999001	257.877808	81.044899	-70.477989	80.599228	-67.166336	74.136009	25.801113	74.080666	23.750099	
1453.628174	64.683815	256.408966	64.438614	256.807861	82.916336	-65.504356	82.278038	-62.682159	73.147583	30.619535	73.283325	28.466133	
1457.032227	66.469521	254.054901	65.908455	255.595795	84.380539	-57.144806	83.879524	-55.542728	72.324043	33.962215	72.378357	32.598484	
1460.436890	67.977432	253.217636	67.405273	254.212357	85.699936	-43.411057	85.308640	-43.454422	71.108971	37.668674	71.391525	36.182072	
1463.840210	69.180344	250.712891	68.923874	252.620789	86.968971	-22.417391	86.346382	-22.647558	70.291946	40.871338	70.345871	39.267235	
1467.245483	71.019234	249.422791	70.460197	250.770233	87.037163	14.032616	86.613258	6.939890	69.107071	43.368885	69.259293	41.914917	
1470.651001	72.620773	247.790833	72.006363	248.595062	86.028297	38.964375	85.962334	33.281021	68.020752	44.931408	68.147980	44.180984	
1474.056641	74.057228	244.215942	73.553062	246.005157	84.698906	56.570621	84.736702	49.589462	66.770172	47.213634	67.024651	46.118637	
1477.463867	75.516350	239.208893	75.088638	242.874664	83.206276	64.162537	83.256950	59.020493	65.505402	48.490833	65.899033	47.776031	
1480.869385	76.972992	236.414474	76.594765	239.034500	81.547241	69.276169	81.674301	64.752403	64.479530	50.277809	64.780327	49.192760	
1484.278076	78.347260	230.456329	78.050034	234.241089	79.788086	71.665062	80.051743	68.461533	63.306602	51.252098	63.673321	50.405605	
1487.684570	80.047775	225.462204	79.418449	228.179199	78.122856	73.949547	78.423485	70.979073	62.345230	52.534061	62.584736	51.442543	
1491.092529	80.518616	213.979660	80.652695	220.436539	76.522049	76.794296	76.805222	72.752892	60.998890	52.965797	61.517227	52.330151	
1494.501709	81.369316	203.562897	81.683495	210.592880	74.834175	75.720695	75.207573	74.035057	60.147964	53.938416	60.473675	53.089901	
1497.911987	81.744591	190.289383	82.421074	198.459518	73.092918	76.018372	73.637520	74.978043	59.158089	54.886799	59.456169	53.740101	
1501.321533	82.824417	177.171280	82.773041	184.524216	71.423927	77.470566	72.100883	75.677582	57.772930	54.534264	58.466774	54.295570	
1504.732056	82.346863	165.345215	82.686516	170.134766	70.056252	76.074898	70.600189	76.198471	57.180172	55.217186	57.505833	54.769802	
1508.141479	81.190613	152.387604	82.182617	156.924393	68.749336	78.198410	69.138786	76.584808	56.313210	56.070538	56.574429	55.173771	
1511.553589	80.348846	143.509216	81.342384	145.846085	67.161766	77.407707	67.716759	76.868553	55.500172	56.489407	55.671711	55.517544	
1514.966431	79.560402	133.146652	80.263260	137.022629	65.917297	79.825630	66.336052	77.072762	54.413166	56.247566	54.798122	55.809288	
1518.377930	78.310982	127.814789	79.028038	130.117966	64.768944	79.418533	64.998047	77.214325	53.677383	56.576061	53.953793	56.055862	
1521.791748	76.717453	122.739838	77.694817	124.693611	63.272297	78.056900	63.701576	77.306366	52.840031	56.263649	53.137337	56.263611	
1525.205811	75.065163	120.553886	76.304886	120.382248	62.107433	78.542328	62.447281	77.358978	52.308006	56.753105	52.348579	56.437729	
1528.620361	73.757935	116.214561	74.885902	116.901566	60.886642	78.556976	61.234837	77.380180	51.315178	57.307499	51.586800	56.582848	
1532.036865	71.525879	116.089249	73.455948	114.044685	59.763145	78.143387	60.062927	77.376549	50.481140	57.433491	50.850719	56.703171	
1535.451538	71.170776	111.029488	72.029999	111.666946	58.370098	78.603676	58.932140	77.353325	49.688950	57.622086	50.140324	56.802135	
1538.868164	69.953125	108.913673	70.616234	109.658089	57.564632	77.419037	57.840427	77.314438	49.284252	57.034878	49.453972	56.882771	
1542.286621	68.782509	106.529602	69.221672	107.940056	56.376659	77.291626	56.786854	77.263344	48.468777	56.784065	48.790798	56.947742	
1545.704834	67.135506	105.996208	67.852226	106.455666	55.543747	78.033501	55.770966	77.202965	47.959900	57.528034	48.150269	56.999386	
1549.122803	65.809616	106.467651	66.511627	105.160950	54.258598	78.696632	54.791595	77.135750	47.382374	57.574921	47.531452	57.039799	
1552.542236	64.252998	105.438316	65.201813	104.021957	53.271812	78.540230	53.847008	77.063858	46.809891	57.411293	46.933102	57.070942	
1555.963135	63.074211	100.833557	63.924759	103.012688	52.449635	77.842911	52.936001	76.988899	46.014420	57.460297	46.354332	57.094357	
1559.385498	61.204288	103.115334	62.681805	102.112717	51.391464	78.056206	52.057354	76.912270	45.432938	57.839825	45.794258	57.111412	
1562.807251	60.743919	101.039917	61.474514	101.306442	51.262878	77.684288	51.210342	76.835258	45.099419	57.128044	45.252365	57.123360	
1566.230103	59.582798	102.439171	60.302620	100.580429	50.333866	78.030937	50.393250	76.758911	44.562298	57.628422	44.727509	57.131310	
1569.654053	57.471302	100.441833	59.166222	99.924263	49.180553	77.512428	49.604851	76.684181	44.030025	57.762337	44.218876	57.136276	
1573.078979	57.278484	99.021835	58.065025	99.329529	48.643353	76.901405	48.843861	76.612000	43.628235	56.959103	43.725647	57.139221	
1576.503052	55.786823	99.338043	56.999447	98.789276	48.033924	77.595940	48.109612	76.542938	43.017883	57.385963	43.247391	57.140797	
1579.929810	55.033939	100.167267	55.967808	98.296997	46.876362	77.024719	47.400169	76.477486	42.754902	57.783318	42.782883	57.141659	
1583.357422	54.029400	98.433922	54.970028	97.848045	46.338375	77.302025	46.714817	76.416183	42.107479	57.533314	42.331676	57.142395	
1586.785645	53.520718	96.874466	54.005405	97.438286	45.745701	77.114899	46.052509	76.359474	41.870022	57.507393	41.893147	57.143536	
1590.214600	52.138874	98.229965	53.073021	97.064201	45.389179	77.881180	45.412159	76.307777	41.107143	57.855282	41.466618	57.145569	
1593.643921	51.667900	97.248260	52.171940	96.722893	44.737587	76.810989	44.792744	76.261513	41.028954	57.940758	41.051487	57.148975	
1597.075806	50.659286	98.239746	51.300800	96.411400	43.755749	77.426460	44.193001	76.220802	40.439774	57.703800	40.646957	57.154007	
1600.508057	50.063080	95.946907	50.459160	96.127647	43.036583	77.587440	43.612362	76.185890	40.123657	57.630489	40.252731	57.160965	
1603.940552	49.137806	97.342751	49.646030	95.869659	42.899796	76.762894	43.049934	76.156975	40.001637	58.080910	39.868275	57.170109	
1607.375244	48.583019	95.271301	48.859943	95.635582	42.636524	76.489029	42.504539	76.134209	39.246391	57.505009	39.492863	57.181679	
1610.810059	47.336723	95.772163	48.100380	95.424110	41.689289	75.961510	41.975700	76.117775	38.973068	57.233475	39.126244	57.195900	
1614.244873	47.426640	96.233910	47.366238	95.233978	41.493515	77.172409	41.462551	76.107887	38.473579	58.145496	38.767914	57.213009	
1617.681763	45.521217	95.447220	46.656239	95.063766	40.753063	76.084244	40.964130	76.104507	38.627289	57.548470	38.417278	57.233070	
1621.120605	45.467224	96.151749	45.969433	94.912422	40.453888	76.742729	40.479725	76.107697	37.910137	57.763901	38.073921	57.256203	
1624.559204	44.914558	95.356941	45.305336	94.779099	39.813972	77.644455	40.008980	76.117508	37.590202	57.818695	37.737679	57.282486	
1627.999512	44.175091	95.177444	44.662640	94.662865	39.276260	76.780899	39.550957	76.133995	37.167130	57.892582	37.407963	57.312023	
1631.441650	43.841831	94.747299	44.040455	94.562988	39.159401	76.981606	39.105045	76.157196	36.801331	57.893002	37.084419	57.344891	
1634.883057	43.218372	92.916611	43.438320	94.478935	38.360287	77.371750	38.670937	76.187202	36.704113	57.956535	36.766922	57.381195	
1638.326294	42.637314	96.056877	42.855022	94.409912	37.935120	77.611481	38.247799	76.223946	36.513550	57.712051	36.454929	57.420925	
1641.770874	41.822559	94.467804	42.289803	94.355331	37.363693	76.825066	37.835117	76.267403	36.002640	57.867691	36.148159	57.464085	
1645.217041	41.462582	94.278740	41.741898	94.314659	37.157833	77.293243	37.432392	76.317566	35.719166	57.767342	35.846317	57.510693	
1648.664307	40.113892	93.942276	41.210606	94.287422	36.861336	77.806801	37.039169	76.374397	35.207733	58.544144	35.549141	57.560749	
1652.112915	40.761677	94.074982	40.695183	94.273170	36.293079	76.910545	36.654964	76.437904	35.247574	57.787834	35.256348	57.614258	
1655.562866	40.094524	94.775635	40.194901	94.271614	36.385452	77.271118	36.279305	76.508133	34.779129	58.105038	34.967655	57.671291	
1659.013916	39.639694	96.188583	39.709183	94.282318	36.015488	77.672371	35.911835	76.585014	34.329391	58.683033	34.682861	57.731792	
1662.465820	38.477982	95.000992	39.237431	94.304848	35.522835	77.098961	35.552177	76.668434	34.197083	58.600857	34.401756	57.795685	
1665.918701	38.590069	94.228043	38.779041	94.338875	35.090683	76.700089	35.199951	76.758362	34.227814	57.883739	34.124115	57.862938	
1669.372681	37.860516	94.827103	38.333435	94.384087	34.706932	77.838875	34.854801	76.854736	33.721638	58.633053	33.849728	57.933514	
1672.827393	37.504021	95.076447	37.900089	94.440178	34.859768	77.504005	34.516396	76.957512	33.236729	57.993397	33.578411	58.007370	
1676.284912	37.993824	95.980667	37.478199	94.506966	33.216995	79.923279	34.184200	77.066742	33.251736	58.917187	33.309795	58.084545	
1679.743408	35.971970	98.323959	37.067516	94.584213	34.009693	76.180939	33.858097	77.182381	32.530270	59.163464	33.043854	58.165005	
1683.202393	33.690834	98.118057	36.667606	94.671577	33.338970	82.078979	33.537830	77.304268	32.174767	58.940762	32.780449	58.248608	
1686.664063	36.147236	96.507660	36.277775	94.768875	31.855122	77.783104	33.222927	77.432426	31.653971	58.832783	32.519253	58.335346	
